,Unnamed: 0,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
19056,19056,42, State-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,38, United-States,<=50K
8107,8107,45, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,42, United-States,<=50K
32118,32118,22, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,40, United-States,<=50K
22374,22374,46, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
25823,25823,31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
3974,3974,41, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,38, United-States,<=50K
934,934,37, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,44, United-States,>50K
31905,31905,18, Private, 12th, Never-married, Other-service, Own-child, White, Male,30, United-States,<=50K
19584,19584,64, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, Canada,<=50K
21774,21774,22, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States,<=50K
17872,17872,41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States,<=50K
10233,10233,33, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,26, South,<=50K
10639,10639,62, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,<=50K
5427,5427,29, State-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,36, United-States,<=50K
30887,30887,35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,40, United-States,<=50K
9928,9928,33, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,<=50K
13949,13949,66, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,40, United-States,>50K
4298,4298,25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,35, United-States,<=50K
10500,10500,39, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
27443,27443,19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,20, United-States,<=50K
15830,15830,53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,52, United-States,>50K
32299,32299,49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Columbia,<=50K
4276,4276,23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,45, United-States,<=50K
14892,14892,29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,60, United-States,<=50K
17275,17275,55, Private, 10th, Widowed, Transport-moving, Not-in-family, Black, Female,35, United-States,<=50K
7199,7199,48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,37, United-States,>50K
28337,28337,44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,>50K
21615,21615,25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,40, United-States,<=50K
16106,16106,48, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,44, United-States,<=50K
6338,6338,34, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male,40, United-States,<=50K
5194,5194,38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Cuba,>50K
24566,24566,22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,20, United-States,<=50K
21815,21815,22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States,<=50K
11607,11607,38, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,40, United-States,<=50K
19170,19170,52, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,40, United-States,<=50K
18230,18230,60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,70, United-States,<=50K
15107,15107,42, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,35, United-States,<=50K
18561,18561,26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States,<=50K
14745,14745,33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,<=50K
22955,22955,56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,90, United-States,<=50K
3787,3787,26, Private, Some-college, Married-AF-spouse, Protective-serv, Husband, White, Male,40, United-States,<=50K
21910,21910,39, Private, 12th, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
697,697,31, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,>50K
20031,20031,60, ?, 7th-8th, Widowed, ?, Unmarried, White, Female,20, United-States,<=50K
20346,20346,34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, Jamaica,>50K
9174,9174,18, Private, Some-college, Never-married, Sales, Own-child, White, Female,15, United-States,<=50K
17665,17665,57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,>50K
25829,25829,31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
28106,28106,22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
18730,18730,65, ?, HS-grad, Widowed, ?, Unmarried, White, Female,75, United-States,<=50K
7817,7817,42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,45, United-States,<=50K
21146,21146,48, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States,>50K
17747,17747,38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
12384,12384,29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,60, Poland,<=50K
25758,25758,58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
26301,26301,42, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
23304,23304,66, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,35, United-States,>50K
12409,12409,17, Private, 11th, Never-married, Sales, Own-child, White, Female,8, United-States,<=50K
26055,26055,45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,24, United-States,<=50K
30423,30423,23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
6439,6439,80, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,24, United-States,<=50K
13681,13681,37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
10444,10444,63, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,>50K
16483,16483,31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,<=50K
11148,11148,20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,10, United-States,<=50K
16906,16906,32, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,42, United-States,>50K
23222,23222,52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
16693,16693,21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,<=50K
15427,15427,35, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,<=50K
5962,5962,38, State-gov, Some-college, Separated, Exec-managerial, Own-child, White, Male,40, United-States,<=50K
5322,5322,19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,40, United-States,<=50K
21884,21884,57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, United-States,>50K
29506,29506,34, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States,<=50K
30379,30379,20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
26212,26212,26, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,42, United-States,<=50K
13032,13032,32, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States,<=50K
10805,10805,25, ?, Some-college, Never-married, ?, Not-in-family, White, Male,40, United-States,<=50K
15175,15175,28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,20, United-States,<=50K
2464,2464,69, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,8, United-States,<=50K
13213,13213,37, Private, Bachelors, Separated, Tech-support, Not-in-family, Asian-Pac-Islander, Male,40, Philippines,<=50K
16028,16028,38, Local-gov, Some-college, Married-spouse-absent, Exec-managerial, Unmarried, Black, Female,35, United-States,<=50K
8429,8429,18, ?, HS-grad, Never-married, ?, Own-child, Black, Female,25, United-States,<=50K
15697,15697,28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,50, United-States,<=50K
18765,18765,22, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,43, United-States,<=50K
13433,13433,47, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
22678,22678,31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,40, United-States,<=50K
9812,9812,44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,>50K
7496,7496,22, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States,<=50K
28405,28405,25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,<=50K
10843,10843,27, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,30, United-States,<=50K
27515,27515,59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
21131,21131,58, Private, 7th-8th, Widowed, Other-service, Not-in-family, Other, Female,30, United-States,<=50K
25730,25730,46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,70, United-States,<=50K
25595,25595,50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,>50K
2924,2924,40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, Canada,<=50K
30981,30981,43, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,40, United-States,>50K
32286,32286,28, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,40, United-States,<=50K
30099,30099,57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,>50K
15907,15907,34, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,60, United-States,>50K
12324,12324,46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,>50K
20813,20813,28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,<=50K
27845,27845,36, Private, 1st-4th, Never-married, Farming-fishing, Not-in-family, White, Male,40, Mexico,<=50K
30483,30483,20, Private, 5th-6th, Never-married, Handlers-cleaners, Unmarried, White, Male,30, Guatemala,<=50K
18074,18074,34, Federal-gov, Some-college, Married-AF-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
12022,12022,37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
12830,12830,81, Private, Masters, Widowed, Prof-specialty, Unmarried, White, Male,60, ?,<=50K
19582,19582,24, Private, Bachelors, Never-married, Sales, Other-relative, White, Female,40, United-States,<=50K
18612,18612,30, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,55, United-States,>50K
98,98,48, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,40, England,<=50K
2369,2369,37, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, Mexico,<=50K
19363,19363,32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,>50K
15046,15046,34, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,<=50K
29853,29853,51, Private, 5th-6th, Separated, Machine-op-inspct, Unmarried, White, Female,40, Mexico,<=50K
27481,27481,32, Private, 9th, Separated, Machine-op-inspct, Unmarried, White, Female,40, Columbia,<=50K
31381,31381,30, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,50, United-States,<=50K
463,463,50, Private, 1st-4th, Married-spouse-absent, Craft-repair, Unmarried, White, Male,40, United-States,<=50K
27884,27884,35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States,<=50K
2692,2692,46, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
21718,21718,22, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,20, Puerto-Rico,<=50K
1809,1809,52, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,38, United-States,<=50K
8127,8127,27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,65, United-States,<=50K
387,387,44, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,6, United-States,>50K
1127,1127,63, Federal-gov, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Black, Male,40, United-States,<=50K
26294,26294,27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
7950,7950,30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,44, United-States,<=50K
449,449,17, ?, 11th, Never-married, ?, Own-child, White, Female,5, United-States,<=50K
8755,8755,50, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,40, United-States,>50K
20021,20021,18, Private, 12th, Never-married, Sales, Own-child, Black, Female,15, United-States,<=50K
4056,4056,27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,>50K
17019,17019,24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
8009,8009,44, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,30, United-States,<=50K
21475,21475,56, Self-emp-not-inc, 11th, Widowed, Other-service, Unmarried, White, Female,65, Greece,>50K
27477,27477,26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,18, United-States,<=50K
650,650,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,20, United-States,<=50K
30225,30225,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,36, United-States,<=50K
10077,10077,58, Private, 9th, Divorced, Farming-fishing, Not-in-family, Black, Male,40, United-States,<=50K
31511,31511,31, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, China,<=50K
24145,24145,21, Private, Some-college, Never-married, Sales, Own-child, Other, Female,20, United-States,<=50K
